article	token	tfidf
67938	célèbre	0.00528689
70162	alerte	0.00528820
67555	éducation	0.00528881
68643	oreille	0.00528999
67556	revue	0.00529030
68639	avancer	0.00529075
68383	préoccupant	0.00529089
67387	avère	0.00529090
70749	marquant	0.00529143
67068	pari	0.00529385
67385	2006	0.00529391
67068	potentiel	0.00529818
75063	enveloppe	0.00529872
75063	réfléchit	0.00529872
67391	économiquement	0.00530053
68277	ministère	0.00530154
68275	évolué	0.00530224
67388	infime	0.00530326
67937	empêcher	0.00530449
71836	élargir	0.00530510
67554	cas	0.00530651
67068	solide	0.00530746
71842	grossir	0.00530907
67068	remarquable	0.00531172
67802	trentaine	0.00531206
76213	atteindron	0.00531336
76213	vieillit	0.00531336
76213	urbanis	0.00531336
76213	gagnant	0.00531336
76213	pluriel	0.00531336
76213	religion	0.00531336
76213	pénaliser	0.00531336
76213	sceptique	0.00531336
76213	gorger	0.00531336
76213	agronomie	0.00531336
76213	interrogeant	0.00531336
76213	tas	0.00531336
76213	substrat	0.00531336
76213	simili	0.00531336
76213	mangeon	0.00531336
76213	assimil	0.00531336
76213	probable	0.00531336
76213	persistance	0.00531336
67553	aérien	0.00531452
67553	peser	0.00531493
74746	lit	0.00531604
67553	esprit	0.00531782
67068	1992	0.00531831
67553	coopération	0.00532135
67939	interne	0.00532191
68273	loir	0.00532210
70163	exploration	0.00532251
67938	couler	0.00532459
73877	rattraper	0.00532804
67387	physiologique	0.00533090
67553	retour	0.00533305
67383	boîte	0.00533338
69540	répéter	0.00533642
70424	initiateur	0.00533860
70161	remonter	0.00533890
68279	matériel	0.00533915
70163	lointain	0.00534183
69535	datar	0.00534407
70163	formée	0.00534459
67794	considérablemer	0.00534612
67068	préserver	0.00535106
67385	agence	0.00535208
67068	fondamental	0.00535300
67390	17	0.00535405
67385	avenir	0.00535496
68383	suffisant	0.00535625
75063	bluffer	0.00535667
67801	signifier	0.00535713
67386	ajouton	0.00535740
67071	économique	0.00536215
69183	héler	0.00536247
75458	désert	0.00536439
75458	djibouti	0.00536439
75458	téssékéré	0.00536439
75458	désertification	0.00536439
75458	pluviométrie	0.00536439
75458	troupeau	0.00536439
75458	ducourneau	0.00536439
75458	plant	0.00536439
75458	sénégalais	0.00536439
75458	aliou	0.00536439
75458	guisser	0.00536439
75458	ucad	0.00536439
75458	cheikh	0.00536439
75458	anter	0.00536439
75458	diop	0.00536439
75458	widou	0.00536439
75458	thiengoli	0.00536439
75458	pépinière	0.00536439
75458	feux	0.00536439
75458	balanite	0.00536439
75458	aegyptiaca	0.00536439
75458	defcc	0.00536439
75458	mali	0.00536439
69179	kourou	0.00536453
67794	double	0.00536748
67801	rassurer	0.00537021
67555	cibl	0.00537065
68643	solliciter	0.00537067
67557	conserver	0.00537157
69179	etudiant	0.00537205
67068	mon	0.00537222
67553	niche	0.00537288
67068	fabriquer	0.00537313
67387	service	0.00537451
67068	innovant	0.00537498
67391	potentialité	0.00537925
67389	réponse	0.00538085
67071	discipline	0.00538162
67071	technicien	0.00538267
71836	cercle	0.00538449
68279	automne	0.00538513
67798	amélioration	0.00538820
67554	motif	0.00538939
75065	1997	0.00539317
75065	orphelin	0.00539317
75065	randomiser	0.00539317
75065	flacon	0.00539317
75065	lyophilisat	0.00539317
75065	tardivement	0.00539317
75065	asymptomatique	0.00539317
75065	espérance	0.00539317
75065	transplantation	0.00539317
75065	sorafenib	0.00539317
75065	inefficace	0.00539317
75065	nanoformulation	0.00539317
75065	32	0.00539317
75065	chimioembolisation	0.00539317
75065	stoppée	0.00539317
75065	retravailler	0.00539317
75065	redéfinir	0.00539317
75065	bpifrance	0.00539317
75065	lipidots	0.00539317
75065	galien	0.00539317
75065	nanobioti	0.00539317
75065	dbi	0.00539317
75065	nanomédecine	0.00539317
75065	nanomédicament	0.00539317
67553	chasser	0.00539415
67383	théorique	0.00539873
67068	pierre	0.00540050
72629	démarr	0.00540070
72114	miser	0.00540081
67940	médecin	0.00540340
70162	saisie	0.00540386
72114	thin	0.00540477
72114	courbe	0.00540477
72114	autobus	0.00540477
72114	cig	0.00540477
72114	cis	0.00540477
72114	cdt	0.00540477
72114	tellur	0.00540477
72114	cadmium	0.00540477
72114	imprimée	0.00540477
72114	hec	0.00540477
72114	yacht	0.00540477
72114	connaissai	0.00540477
72114	customiser	0.00540477
72114	climatisation	0.00540477
72114	émanation	0.00540477
72114	polluante	0.00540477
72114	bagarre	0.00540477
72114	organic	0.00540477
72114	photovoltaic	0.00540477
72114	disa	0.00540477
72114	megamark	0.00540477
72114	avavian	0.00540477
72114	limousin	0.00540477
72114	mimétique	0.00540477
72114	voltage	0.00540477
72114	navigateur	0.00540477
68642	intergouvernemental	0.00540523
67553	bourgogne	0.00540585
67554	succès	0.00540661
69535	renouvellement	0.00540685
67385	pilote	0.00540832
68274	route	0.00540872
67387	baser	0.00540907
67071	recouvrir	0.00541025
67071	humanité	0.00541339
69811	austral	0.00541422
68638	souhaiterion	0.00541517
70420	confinemer	0.00541613
68383	constatent	0.00541626
73875	fête	0.00541642
73875	rodin	0.00541642
73875	soirée	0.00541642
73875	sculpture	0.00541642
73875	giron	0.00541642
73875	vinci	0.00541642
73875	leveraged	0.00541642
73875	buy	0.00541642
73875	rachat	0.00541642
73875	endettement	0.00541642
73875	bancaire	0.00541642
73875	obligataire	0.00541642
73875	actionnarial	0.00541642
73875	diversifiée	0.00541642
73875	équilibré	0.00541642
73875	180	0.00541642
73875	85	0.00541642
73875	mozambique	0.00541642
73875	chili	0.00541642
73875	las	0.00541642
73875	conde	0.00541642
73875	medellin	0.00541642
73875	bridge	0.00541642
73875	danube	0.00541642
73875	roumanie	0.00541642
73875	carnet	0.00541642
73875	seee	0.00541642
73875	fondatrice	0.00541642
73875	sir	0.00541642
73875	naturaliser	0.00541642
73875	britannique	0.00541642
73875	ail	0.00541642
73875	portzamparc	0.00541642
73875	saragosse	0.00541642
73875	barracuda	0.00541642
73875	andin	0.00541642
67389	pendant	0.00541646
69811	propager	0.00541746
67554	européen	0.00541824
67554	constant	0.00541853
67794	interrogent	0.00541873
67068	varier	0.00542083
67383	américaine	0.00542364
67385	culture	0.00542368
72396	rêve	0.00542411
68882	esnouf	0.00542812
68882	russel	0.00542812
68882	brica	0.00542812
68882	identifi	0.00542812
68882	retarder	0.00542812
68882	aliss	0.00542812
68882	décomposer	0.00542812
68882	dissociation	0.00542812
68882	essoufflemer	0.00542812
68882	formellement	0.00542812
68882	supputon	0.00542812
68882	homogénéisation	0.00542812
68882	robustesse	0.00542812
68882	celuii	0.00542812
68882	lot	0.00542812
68882	contester	0.00542812
68882	ajustement	0.00542812
68882	technologue	0.00542812
68882	processing	0.00542812
68882	substitut	0.00542812
68882	culturellemer	0.00542812
68882	loyale	0.00542812
68882	nutritionnellement	0.00542812
67795	identité	0.00542947
71835	sorte	0.00543395
67796	fournir	0.00543600
67385	comportement	0.00543700
68279	coopératif	0.00543798
67558	placer	0.00543890
69533	2001	0.00543903
68383	leadership	0.00543986
68383	made	0.00543986
68383	ocde	0.00543986
68383	régresse	0.00543986
68383	déficitaire	0.00543986
68383	concitoyen	0.00543986
68383	pessimisme	0.00543986
68383	211	0.00543986
68383	armand	0.00543986
68383	colin	0.00543986
68383	142	0.00543986
68383	1960	0.00543986
68383	luxe	0.00543986
68383	hôtellerie	0.00543986
68383	mériton	0.00543986
68383	timidité	0.00543986
68383	gustav	0.00543986
68383	eiffel	0.00543986
68383	bouygue	0.00543986
68383	passionnent	0.00543986
68383	manifestement	0.00543986
68383	lourdeur	0.00543986
68383	déficient	0.00543986
68383	multiplicité	0.00543986
68383	déclinée	0.00543986
68383	proposition	0.00543986
68383	huitième	0.00543986
68383	titanesque	0.00543986
68383	sombrer	0.00543986
67388	identique	0.00544046
67071	respecter	0.00544397
67383	parallèle	0.00544549
67068	1980	0.00545046
74449	ehpad	0.00545085
67937	provoquer	0.00545376
67794	envisagent	0.00545413
71836	garantit	0.00546110
68392	participe	0.00546252
67555	chose	0.00546304
67554	directement	0.00546478
68274	laisse	0.00546531
68281	profiter	0.00546606
69535	dessiner	0.00546912
68885	marketing	0.00547103
71837	bouleverser	0.00547187
67555	menu	0.00547369
71361	génère	0.00547486
68885	couvre	0.00547704
74449	hédonique	0.00548621
72392	126	0.00548737
72392	électronucléaire	0.00548737
72392	découpe	0.00548737
72392	réclame	0.00548737
72392	assainissement	0.00548737
72392	heurte	0.00548737
72392	intervenu	0.00548737
72392	décontamination	0.00548737
72392	polluer	0.00548737
72392	up1	0.00548737
72392	irradier	0.00548737
72392	radioprotection	0.00548737
72392	trie	0.00548737
72392	germinet	0.00548737
67068	information	0.00548932
68883	surveiller	0.00549056
73430	minier	0.00549183
67387	intérieur	0.00549276
67939	passage	0.00549298
67553	salarier	0.00549407
68276	dispenser	0.00549856
72629	survenir	0.00549873
70420	apte	0.00549936
68387	lbmn	0.00549938
68387	leucodystrophie	0.00549938
68387	agrochimie	0.00549938
68387	hépatique	0.00549938
68387	peroxysome	0.00549938
68387	fécondation	0.00549938
68387	ensoleillé	0.00549938
68387	dégénératif	0.00549938
68387	polyphenol	0.00549938
68387	health	0.00549938
68387	sitge	0.00549938
68387	barcelone	0.00549938
68387	resvératrol	0.00549938
68387	55	0.00549938
68387	soumise	0.00549938
68387	apparenter	0.00549938
68387	boire	0.00549938
68387	cholestérolémie	0.00549938
68387	globule	0.00549938
68387	buveur	0.00549938
68387	gestation	0.00549938
67553	réfléchissent	0.00550036
67390	8	0.00550041
67068	contrôle	0.00550053
67385	végétal	0.00550376
67937	compagnie	0.00550389
67795	haut	0.00550487
67794	pose	0.00550724
67387	analyse	0.00550805
67554	réduire	0.00550872
73432	ignoron	0.00551144
73432	hallucinant	0.00551144
73432	obese	0.00551144
73432	metaquant	0.00551144
73432	metafun	0.00551144
73432	prélevée	0.00551144
73432	précurseur	0.00551144
73432	repérion	0.00551144
73432	réceptif	0.00551144
73432	restriction	0.00551144
73432	substantielle	0.00551144
73432	rallonge	0.00551144
73432	dérisoire	0.00551144
67940	r	0.00551215
68383	branche	0.00551434
70425	inaccessible	0.00551515
73432	ignorer	0.00551529
68383	retenir	0.00551573
67557	euro	0.00551749
67383	disserter	0.00552387
67557	demain	0.00552451
67799	piloter	0.00552457
67798	préliminaire	0.00552486
67390	échec	0.00552621
68383	structurellement	0.00552755
68277	cardiovasculaires	0.00552789
71837	muser	0.00552845
67553	courir	0.00552966
67937	joly	0.00553322
67801	pertinence	0.00553355
70749	conscient	0.00553382
67386	existant	0.00553420
67938	difficulté	0.00553643
67385	déposer	0.00553705
69178	belge	0.00553801
67068	précis	0.00553819
67554	complet	0.00553997
67388	profession	0.00554198
67798	interministériel	0.00554685
72939	48	0.00554833
67938	étrange	0.00554838
71837	58	0.00554846
67941	effort	0.00554875
67798	réalisation	0.00554910
67938	course	0.00555188
71612	rédaction	0.00555218
67390	principalement	0.00555541
67068	inverser	0.00555755
73432	substantiel	0.00555905
67071	membre	0.00556031
70162	supplémentaire	0.00556033
68279	simplifier	0.00556295
67558	faible	0.00556331
68274	pro	0.00556332
68383	1970	0.00556347
67383	mondialement	0.00556564
67390	influer	0.00556768
73877	dur	0.00556972
73877	procurer	0.00556972
68638	extrême	0.00557005
69815	opportunité	0.00557317
67391	90	0.00557803
67386	site	0.00557827
67385	production	0.00558398
68277	2013	0.00558533
67555	axer	0.00559015
67071	taille	0.00559019
67388	quantifier	0.00559213
67798	permettra	0.00559337
67386	choisir	0.00559455
68390	élaborer	0.00559572
67800	captur	0.00559590
67383	cesser	0.00559661
70917	1994	0.00559704
68643	contacter	0.00559813
67945	logistique	0.00559984
67383	contrairement	0.00560078
68383	légitime	0.00560505
67553	couvrir	0.00560691
67388	faibler	0.00560756
69533	pmrc	0.00560986
69533	fance	0.00560986
69533	versaille	0.00560986
69533	quentin	0.00560986
69533	yveline	0.00560986
69533	2035	0.00560986
69533	modélisateur	0.00560986
69533	representativ	0.00560986
69533	pathway	0.00560986
69533	proviennent	0.00560986
69533	explorent	0.00560986
69533	jouzel	0.00560986
69533	2100	0.00560986
69533	évaporation	0.00560986
69533	confirmation	0.00560986
69533	2060	0.00560986
69533	négative	0.00560986
75792	tantal	0.00560986
75792	lanthanide	0.00560986
75792	scandium	0.00560986
75792	yttrium	0.00560986
75792	parvient	0.00560986
75792	espérer	0.00560986
75792	débarrasson	0.00560986
75792	marcel	0.00560986
75792	boiteux	0.00560986
75792	balard	0.00560986
75792	sereinement	0.00560986
75792	livraison	0.00560986
75792	métallurgiste	0.00560986
75792	recycleur	0.00560986
75792	transformateur	0.00560986
67389	classique	0.00561128
67071	relever	0.00561390
67799	force	0.00561476
67386	fixe	0.00561592
67941	lourd	0.00561623
67389	évoluer	0.00561653
67937	révolutionner	0.00561763
70422	opter	0.00562188
70163	2018	0.00562261
71612	décrocher	0.00562432
67388	quell	0.00562527
68393	maîtris	0.00562825
67937	décembre	0.00563154
69179	new	0.00563697
67946	d	0.00563788
67390	démontrer	0.00563867
69183	constitué	0.00563884
69177	félicité	0.00564058
73431	archéologique	0.00564608
72397	réfléchir	0.00564824
70749	gustatif	0.00564837
70166	guise	0.00564914
67386	fonctionnement	0.00564975
67554	silicon	0.00565005
67388	dit	0.00565277
67553	desquelle	0.00565614
69178	1991	0.00565642
67071	initiative	0.00565677
68643	accéder	0.00565819
68274	acheter	0.00565869
67554	maintenir	0.00565987
67068	découvrir	0.00566036
73683	border	0.00566513
67939	hydrologique	0.00566576
67801	lorsqu	0.00566772
67802	transplanter	0.00566930
67939	ciel	0.00567042
69534	hésitent	0.00567362
68383	douter	0.00567372
72394	embauche	0.00567462
69813	oublier	0.00567486
71835	musiqu	0.00567525
67558	phénomène	0.00567541
67794	sortir	0.00567925
67555	goût	0.00568148
70166	globalité	0.00568212
67794	suppose	0.00568238
70163	traquer	0.00568318
70424	valoir	0.00568323
70166	rapprocher	0.00568583
71614	compliqué	0.00568748
67553	facilement	0.00569132
72394	enrichissant	0.00569227
67939	financier	0.00569234
71612	dégradent	0.00569494
68638	article	0.00569556
67390	générer	0.00569901
68882	additif	0.00570069
69811	recueillir	0.00570212
67389	localiser	0.00570224
67387	influence	0.00570243
67554	carte	0.00570278
67556	imagine	0.00570387
68390	équivalent	0.00570436
67553	haute	0.00570484
67555	consomment	0.00570506
67794	viande	0.00570902
67556	muter	0.00571674
67071	naturel	0.00571681
67941	chantier	0.00571787
68276	dénommer	0.00571899
67804	futur	0.00572236
71359	hardwar	0.00572246
68383	banque	0.00572318
67941	assister	0.00572397
67387	300	0.00572442
67388	agroalimentaire	0.00572544
69811	bouclé	0.00572818
68273	optimal	0.00573121
67558	disperse	0.00573263
67802	hasard	0.00573617
69533	exercice	0.00573717
70420	agrosup	0.00574115
68644	propulsion	0.00574151
76507	stockyimage	0.00574163
76206	décor	0.00574183
67071	nourrir	0.00574209
67555	facteur	0.00574568
68641	précédent	0.00574789
69181	cible	0.00574820
67068	établissement	0.00575081
67795	ina	0.00575107
67795	engref	0.00575107
67795	ensia	0.00575107
67795	accomplir	0.00575107
67795	massy	0.00575107
67795	réform	0.00575107
67795	envoyon	0.00575107
67795	ambiguïté	0.00575107
67795	collaborant	0.00575107
67795	rejoignent	0.00575107
67795	signer	0.00575292
67802	spécificité	0.00575538
70166	masquer	0.00575614
68274	séduire	0.00575648
70749	pointu	0.00576162
67554	loi	0.00576218
67801	victime	0.00576275
68392	diplôme	0.00576335
74746	résolument	0.00576426
74746	expo	0.00576426
74746	b2b	0.00576426
74746	ager	0.00576426
74746	2025	0.00576426
74746	baptisant	0.00576426
74746	cristalliser	0.00576426
74746	pigniez	0.00576426
74746	asipag	0.00576426
74746	portail	0.00576426
74746	silvereco	0.00576426
74746	dépasse	0.00576426
74746	émulation	0.00576426
74746	gérontologie	0.00576426
74746	territoriale	0.00576426
74746	gériatrie	0.00576426
74746	soliage	0.00576426
74746	siéger	0.00576426
74746	ombistocking	0.00576426
74746	enfilage	0.00576426
74746	hamac	0.00576426
74746	mk	0.00576426
74746	vertigo	0.00576426
74746	aidant	0.00576426
74746	asseoir	0.00576426
74746	debout	0.00576426
74746	mention	0.00576426
74746	solidage	0.00576426
74746	galette	0.00576426
74746	protibi	0.00576426
74746	denovo	0.00576426
74746	canne	0.00576426
74746	tango	0.00576426
74746	elova	0.00576426
74746	levage	0.00576426
68275	appui	0.00576796
67385	spécialiser	0.00577027
68389	favorable	0.00577040
67794	bout	0.00577075
73877	empirique	0.00577422
68643	pouss	0.00577429
72397	mw	0.00577508
68277	hp	0.00577626
67939	historique	0.00577656
68279	bâtir	0.00577946
67798	créateur	0.00577980
67801	sévère	0.00577984
69816	purement	0.00578533
67553	compter	0.00578541
70424	ralentissement	0.00578584
67387	variabilité	0.00578589
67794	résistant	0.00578652
70744	fatiguer	0.00578791
67387	caractéristique	0.00578903
67804	mars	0.00579013
73434	tope	0.00579082
73434	altimètre	0.00579082
73434	déclencheur	0.00579082
73434	réussie	0.00579082
73434	mercator	0.00579082
73434	cl	0.00579082
73434	ocean	0.00579082
73434	topography	0.00579082
73434	géodésien	0.00579082
73434	géodésie	0.00579082
73434	visionnaire	0.00579082
73434	courant	0.00579082
73434	tourbillon	0.00579082
73434	cinétique	0.00579082
73434	altimétrique	0.00579082
73434	retranchement	0.00579082
73434	méteo	0.00579082
73434	shom	0.00579082
73434	cerface	0.00579082
73434	malvie	0.00579082
67553	identifiée	0.00579392
71358	onerer	0.00579459
68881	pétrochimie	0.00579500
67795	biais	0.00579808
67945	soixantaine	0.00579845
67939	observation	0.00579901
67944	entrée	0.00579935
67555	pologne	0.00581122
67794	échange	0.00581153
70745	altéré	0.00581404
67553	tpe	0.00581428
68884	autoriser	0.00581589
67554	alone	0.00581763
67554	finess	0.00581763
67554	gravure	0.00581763
67554	moore	0.00581763
67554	plane	0.00581763
67554	superposer	0.00581763
67554	ingénieursau	0.00581763
67554	consacrent	0.00581763
67554	rigidité	0.00581763
67554	étroitement	0.00581763
67554	sûr	0.00581763
67554	complète	0.00581763
67554	3dau	0.00581763
67554	optroniqu	0.00581763
67554	tsv	0.00581763
67554	through	0.00581763
67554	traversant	0.00581763
67554	connectiqu	0.00581763
67554	reflow	0.00581763
67554	interconnexion	0.00581763
67554	stmicroelectronic	0.00581763
71358	ensica	0.00581763
71358	ensma	0.00581763
71358	aérotechnique	0.00581763
71358	mayenn	0.00581763
71358	1925	0.00581763
71358	ribon	0.00581763
71358	recrute	0.00581763
71358	moveo	0.00581763
71358	astech	0.00581763
71358	elc2	0.00581763
71358	450	0.00581763
71358	obtiennent	0.00581763
71358	accèdent	0.00581763
71358	flying	0.00581763
71358	capabilitie	0.00581763
71358	fcc	0.00581763
71358	crea	0.00581763
71358	gifas	0.00581763
71358	sayette	0.00581763
71358	iesf	0.00581763
71358	vivifiant	0.00581763
67390	posséder	0.00582132
67386	vise	0.00582350
67388	cent	0.00582464
67557	budget	0.00582555
67798	savon	0.00582843
67068	réussite	0.00583337
67386	mètre	0.00583506
67554	dimension	0.00583637
67798	marqueur	0.00583664
67383	créatif	0.00583779
67937	frontière	0.00584326
76508	opte	0.00584469
76508	citadin	0.00584469
76508	baign	0.00584469
76508	conversation	0.00584469
76508	téléphonique	0.00584469
76508	téléviseur	0.00584469
76508	habitacle	0.00584469
76508	écho	0.00584469
76508	manager	0.00584469
76508	séoul	0.00584469
76508	tokyo	0.00584469
76508	détroit	0.00584469
76508	entendent	0.00584469
76508	auditive	0.00584469
76508	remboursement	0.00584469
76508	audiogramme	0.00584469
76508	tonal	0.00584469
76508	modem	0.00584469
76508	pénalisant	0.00584469
76508	oto	0.00584469
76508	rhino	0.00584469
76508	laryngologie	0.00584469
76508	phrase	0.00584469
68279	précision	0.00584700
67383	collaborer	0.00585069
67937	relation	0.00585175
69812	conservatoire	0.00585235
72634	monter	0.00585489
68640	précédemment	0.00585525
68279	blanc	0.00585631
67071	fondateur	0.00585686
67383	japon	0.00585813
68646	rattacher	0.00586002
67390	maîtriser	0.00586038
72634	montage	0.00586073
67558	effondrer	0.00586210
67383	priver	0.00586222
67390	approche	0.00586731
74167	allur	0.00586775
68281	2000	0.00586869
67071	social	0.00587195
67071	valider	0.00587196
67386	difficulter	0.00587254
70162	list	0.00587254
67553	aider	0.00587306
67389	lieu	0.00587538
67558	mill	0.00587706
67385	franchir	0.00587750
67555	lancée	0.00587756
71837	biology	0.00587806
67795	satisfaction	0.00587871
67937	biologiste	0.00587951
69821	colossal	0.00588215
67553	80	0.00588874
68383	crédit	0.00588911
67068	rencontrer	0.00588941
68638	suisse	0.00589057
73685	peinture	0.00589135
67387	déterminer	0.00589361
67386	vrai	0.00589452
68643	diversifier	0.00589483
68883	voil	0.00589585
67387	contraindre	0.00589745
68280	difficilement	0.00589765
67798	diriger	0.00590236
67071	élan	0.00590389
71842	prolongement	0.00590393
68638	anticiper	0.00590447
73684	vigneron	0.00590654
67553	concurrent	0.00590729
67554	peupler	0.00590781
68883	affilée	0.00590991
70162	bus	0.00591005
67938	baptiste	0.00591231
67798	sain	0.00591296
68275	languedoc	0.00591497
68275	roussillon	0.00591497
67944	50	0.00591527
67802	amplification	0.00591665
67071	environnementau	0.00591845
67553	objectif	0.00591873
72629	renaissance	0.00591885
72932	trentenaire	0.00591910
69183	éventail	0.00591943
67556	métabolique	0.00592023
67391	récent	0.00592170
67388	basée	0.00592508
67068	photo	0.00592519
68882	fortement	0.00592575
67561	partenariat	0.00592761
67553	indépendant	0.00592855
67938	conséquence	0.00593384
67068	limiter	0.00593647
74745	souci	0.00593888
68273	traçabilité	0.00594040
69535	mondialisation	0.00594445
68387	secondaire	0.00594464
69819	intime	0.00594530
68638	russe	0.00594936
68389	distance	0.00595108
72932	surgir	0.00595478
67385	in	0.00595604
67939	1993	0.00595626
70746	jardin	0.00595759
68886	128	0.00595917
67388	ler	0.00596005
68383	emploi	0.00596090
73875	xixèm	0.00596341
68886	etienne	0.00596607
67068	départemer	0.00596705
67068	snecmer	0.00596771
67801	courer	0.00596875
67068	isolé	0.00596901
67554	puissant	0.00597076
67383	robotiser	0.00597082
67383	lauréat	0.00597130
67068	transformer	0.00597361
72934	impressionnant	0.00597884
67385	modèle	0.00598026
67389	comparer	0.00598060
67068	champ	0.00598146
68283	penser	0.00598265
67383	recette	0.00598372
67386	combiner	0.00598483
68383	éloigner	0.00598536
67556	moitié	0.00598639
69186	exploiter	0.00598640
67068	concept	0.00599085
68387	post	0.00599186
68883	échantillonnage	0.00599331
69821	arrivée	0.00599516
67392	divers	0.00599682
67940	version	0.00599712
67386	coordonne	0.00599757
71836	970	0.00599813
71836	694	0.00599813
71836	urbaine	0.00599813
71836	minière	0.00599813
71836	maîtresse	0.00599813
71836	coefficient	0.00599813
71836	dilatation	0.00599813
71836	zérodur	0.00599813
71836	refocalisation	0.00599813
71836	dépointage	0.00599813
71836	encastrer	0.00599813
71836	inertie	0.00599813
71836	actionneur	0.00599813
71836	gyroscopique	0.00599813
71836	excellente	0.00599813
71836	interarmer	0.00599813
71836	cie	0.00599813
71836	interprète	0.00599813
71836	reconnaissable	0.00599813
71836	livrée	0.00599813
71836	char	0.00599813
71836	judicieuse	0.00599813
71836	discerner	0.00599813
71836	serrer	0.00599813
75789	extrer	0.00599813
75789	tempérée	0.00599813
75789	interruption	0.00599813
75789	tributaire	0.00599813
75789	acheminement	0.00599813
75789	enclaver	0.00599813
75789	opacité	0.00599813
75789	polyéthylène	0.00599813
75789	stratrobu	0.00599813
75789	dégrossir	0.00599813
75789	piraterie	0.00599813
75789	repositionnable	0.00599813
67938	googl	0.00599985
67939	traverser	0.00600000
70745	continuum	0.00600044
67388	minéral	0.00600159
67945	gestion	0.00600220
67937	consacrer	0.00600247
67939	réchauffer	0.00600515
72116	conditionner	0.00600627
68881	emmener	0.00600954
67554	vidéo	0.00600998
68275	coupler	0.00601010
68387	fluidité	0.00601155
70751	partout	0.00601176
71612	originaire	0.00601386
68391	limité	0.00601826
67553	détection	0.00601917
68274	couper	0.00601923
75064	ergonomiquer	0.00602056
67794	prolonger	0.00602156
67068	innover	0.00602616
70422	uc	0.00602690
70422	berkeley	0.00602690
70422	baisser	0.00602690
70422	orientée	0.00602690
70422	enchaîner	0.00602690
70422	césure	0.00602690
70422	repartie	0.00602690
70422	douer	0.00602690
70422	guidon	0.00602690
70422	shasta	0.00602690
70422	friend	0.00602690
70422	afam	0.00602690
70422	prime	0.00602690
70422	prospecter	0.00602690
72394	vilvord	0.00602690
72394	advisor	0.00602690
72394	électrochimie	0.00602690
72394	arilait	0.00602690
72394	freinant	0.00602690
72394	délocaliser	0.00602690
72394	nestlé	0.00602690
72394	emmer	0.00602690
72394	riz	0.00602690
72394	posteriori	0.00602690
72394	alter	0.00602690
72394	ego	0.00602690
72394	ressourcer	0.00602690
72394	agrossup	0.00602690
72631	aisément	0.00602745
67388	recommandation	0.00602940
67388	varie	0.00603008
71614	incubateur	0.00603404
69821	richesse	0.00603488
67937	pionnier	0.00603981
68279	battant	0.00604057
72396	mentaliter	0.00604139
72396	embûche	0.00604139
72396	marathon	0.00604139
72396	calme	0.00604139
72396	kyushu	0.00604139
72396	f2c	0.00604139
72396	fructueux	0.00604139
72396	hong	0.00604139
72396	kong	0.00604139
72396	crci	0.00604139
72396	sigle	0.00604139
72396	bric	0.00604139
72396	brut	0.00604139
72396	indifférent	0.00604139
72396	moscou	0.00604139
72396	fgbu	0.00604139
72396	nii	0.00604139
72396	ramn	0.00604139
72396	maire	0.00604139
72396	volgograd	0.00604139
72396	jumeler	0.00604139
72396	citation	0.00604139
72396	tseu	0.00604139
72396	lieue	0.00604139
72396	vôtre	0.00604139
72396	sien	0.00604139
75063	conversationnel	0.00604139
75063	senser	0.00604139
75063	casquette	0.00604139
75063	émotionnel	0.00604139
75063	cogiter	0.00604139
75063	puteal	0.00604139
75063	nevers	0.00604139
75063	élabor	0.00604139
75063	dispenson	0.00604139
75063	prémices	0.00604139
75063	labellisation	0.00604139
75063	eurêka	0.00604139
75063	limsi	0.00604139
75063	hospitalisé	0.00604139
75063	maintien	0.00604139
75063	serein	0.00604139
75063	projette	0.00604139
75063	revendeur	0.00604139
67383	conception	0.00604272
68881	2015	0.00604371
67802	sélectif	0.00604375
67387	donnée	0.00604526
67068	filtre	0.00604685
67553	commun	0.00604751
68639	simuler	0.00604771
67798	mourir	0.00604894
70161	terminal	0.00604910
67554	courte	0.00604962
70915	ine	0.00605012
67383	thèse	0.00605277
69537	complexité	0.00605435
67555	attendre	0.00605443
67553	2012	0.00605553
67802	taux	0.00605623
76209	considèrent	0.00605860
67945	espagne	0.00605915
67940	ambition	0.00606217
68274	souher	0.00606276
67553	exporter	0.00606305
68277	entièrement	0.00606354
72631	réellement	0.00606419
67558	évacuation	0.00606675
67383	recruter	0.00607052
74449	valorial	0.00607057
74449	alier	0.00607057
74449	remu	0.00607057
74449	orale	0.00607057
74449	289	0.00607057
74449	101	0.00607057
74449	hébergemer	0.00607057
74449	141	0.00607057
74449	chimio	0.00607057
74449	déclin	0.00607057
74449	authenticité	0.00607057
74449	veiller	0.00607057
74449	consommaient	0.00607057
74449	identifiable	0.00607057
74449	palier	0.00607057
74449	précéder	0.00607057
74449	portion	0.00607057
74449	condiment	0.00607057
74449	décoration	0.00607057
74449	nutritionnist	0.00607057
67554	surface	0.00607252
67385	procédé	0.00607302
74449	authentification	0.00607509
67387	grandir	0.00607713
67385	proportion	0.00607758
68644	suffisamment	0.00607898
68383	inciter	0.00608181
68383	tenter	0.00608236
68273	150	0.00608436
75457	décroître	0.00608527
75457	sti2d	0.00608527
75457	explication	0.00608527
75457	subtilisant	0.00608527
75457	désole	0.00608527
75457	décalage	0.00608527
75457	déplorable	0.00608527
75457	promulguer	0.00608527
75457	esr	0.00608527
75457	rôdé	0.00608527
